Delivery_ID,Pickup_Latitude,Pickup_Longitude,Dropoff_Latitude,Dropoff_Longitude,Delivery_Distance_km,Package_Weight_kg,Delivery_Time_Est_min,Order_Value,Platform_Fees,Time_of_Day,Day_of_Week,Weather_Condition,Delivery_Type,Traffic_Index,Delivery_Location_Type,Discount_Applied,Surge_Multiplier,Fuel_Cost,Total_Delivery_Fee
159,-46.1349955,-109.996377,26.0083475,-149.066096,48.11,8.21,27,479.89,0.72,Afternoon,Monday,Rainy,Standard,0.69,Urban,0.0,1.0,8.76,52.073
160,81.529872,-139.64957,36.572274,-51.972892,38.57,6.39,113,132.95,2.64,Morning,Saturday,Cloudy,Express,1.7,Suburban,0.0,2.62,1.21,99.30062000000001
161,-69.80253,40.378685,86.293368,115.667366,36.68,3.27,163,60.63,1.75,Morning,Sunday,Snowy,Standard,1.22,Urban,3.7,1.0,9.94,38.96899999999999
162,-82.80613,-27.856411,88.6465735,87.91535,45.05,11.16,117,299.89,4.03,Night,Monday,Rainy,Standard,0.85,Suburban,19.13,1.99,7.61,86.8574
163,-35.5927705,128.21047,76.708221,143.80095,8.05,19.78,211,397.84,3.36,Morning,Monday,Windy,Express,0.76,Remote,0.0,1.0,2.48,22.17
164,-46.578089,-130.358111,48.0914805,-41.131733,43.29,7.94,50,192.67,0.86,Night,Sunday,Rainy,Standard,1.15,Suburban,18.72,2.28,6.8,86.75735999999998
165,-11.522441,-166.227511,50.717519,112.046855,8.32,13.44,193,327.49,2.66,Afternoon,Sunday,Rainy,Express,0.97,Urban,8.33,1.0,1.5,9.206000000000001
166,-36.280166,-56.463368,1.890035,-71.487542,12.9,13.32,46,13.16,4.67,Night,Monday,Windy,Standard,0.95,Suburban,0.0,1.83,7.58,53.4909
167,-86.6211155,-93.410275,-38.7255465,-157.920451,4.47,7.06,101,208.04,3.13,Evening,Friday,Snowy,Standard,0.63,Suburban,0.0,1.0,6.82,17.056
168,31.988817,-46.105855,-61.1729275,153.190629,18.49,6.6,238,415.99,4.76,Night,Tuesday,Snowy,Standard,0.67,Remote,0.0,1.0,3.19,26.042
169,59.4072245,147.795878,88.161926,100.793316,10.97,12.81,83,371.28,3.79,Evening,Saturday,Sunny,Express,1.34,Suburban,15.58,1.0,4.52,7.911
170,70.3048035,-122.213639,77.352788,84.651448,25.36,7.8,171,76.97,4.7,Night,Saturday,Windy,Express,1.44,Suburban,0.0,1.0,4.0,32.888
171,-56.4205615,21.216683,28.9084635,-172.641583,1.76,17.18,156,470.36,0.62,Afternoon,Friday,Windy,Standard,0.55,Urban,2.87,1.0,4.67,12.418
172,-37.284588,-163.86631,-72.1793935,104.837192,24.62,10.87,111,429.07,3.51,Afternoon,Wednesday,Rainy,Standard,0.96,Suburban,0.0,1.0,1.73,30.371
173,-4.24962,-154.829862,-46.0797255,-138.411362,18.12,12.42,123,26.51,1.42,Night,Thursday,Windy,Standard,1.51,Remote,0.0,1.0,1.7,23.826
174,-6.30956,-7.790428,-44.488533,-80.692622,8.92,17.16,123,288.66,2.23,Afternoon,Friday,Cloudy,Express,1.45,Suburban,0.0,1.0,7.75,25.696
175,-4.4267955,-61.656855,88.8700425,119.669851,36.54,1.57,180,448.21,4.05,Afternoon,Thursday,Rainy,Express,1.85,Urban,0.0,1.0,2.12,36.187
176,28.594081,54.076085,-8.9431535,63.283329,38.95,1.84,148,258.28,1.52,Night,Thursday,Windy,Express,0.58,Urban,0.0,1.23,4.31,46.62930000000001
177,-48.428831,-114.079537,50.203875,-91.069155,22.44,7.13,115,284.91,0.76,Morning,Saturday,Sunny,Express,1.74,Suburban,0.0,1.0,9.06,31.337
178,-23.1079235,54.500787,-63.4668575,114.584533,12.63,3.36,13,373.97,2.47,Night,Tuesday,Snowy,Standard,1.99,Urban,0.0,1.0,4.49,18.744
179,8.4334985,-38.567188,71.405416,-63.482754,8.27,12.54,56,383.75,2.78,Morning,Monday,Snowy,Standard,1.45,Remote,0.0,1.0,1.35,17.016
180,-23.677886,-155.948947,-47.0872515,-65.615932,8.53,18.6,209,489.2,1.21,Afternoon,Thursday,Snowy,Express,1.02,Remote,0.0,1.0,7.94,25.274
181,87.1580115,-68.87144,88.889526,29.956464,33.53,19.78,138,5.44,0.82,Afternoon,Wednesday,Snowy,Express,1.4,Urban,0.0,1.0,5.36,42.894
182,-11.681564,-85.565015,-70.0220795,24.65506,37.59,18.02,67,159.54,1.77,Morning,Thursday,Snowy,Standard,1.39,Urban,0.0,1.0,7.84,48.69200000000001
183,-13.9646325,-148.239423,-28.962221,-2.100909,17.19,17.76,144,370.14,4.76,Night,Friday,Rainy,Standard,1.04,Urban,18.27,1.0,7.35,16.472
184,38.7453315,-20.911209,-56.858448,35.753286,26.38,18.54,80,453.52,2.47,Night,Tuesday,Snowy,Standard,0.83,Urban,0.0,1.0,8.95,41.794
185,52.628631,81.737097,-88.468598,38.229677,46.94,12.02,212,271.62,4.25,Night,Wednesday,Windy,Standard,0.8,Urban,0.0,1.08,5.08,57.12336
186,6.182008,84.313903,-36.1942025,-135.05246,49.22,0.54,98,329.62,1.12,Evening,Sunday,Snowy,Express,0.52,Remote,0.0,1.0,4.21,44.97600000000001
187,59.4997695,-43.340307,-88.810299,71.963772,44.99,6.79,231,144.44,2.15,Night,Thursday,Windy,Express,0.58,Urban,0.0,1.0,6.84,48.37700000000001
188,8.3823595,27.369878,-33.51647,155.852895,34.25,9.94,198,449.2,1.96,Night,Sunday,Cloudy,Express,1.62,Suburban,0.0,1.0,1.49,35.82000000000001
189,1.418891,126.937928,-79.0035525,79.572822,10.42,7.36,125,192.9,4.18,Afternoon,Tuesday,Cloudy,Express,1.71,Suburban,0.0,1.0,9.67,25.866
190,53.6691575,177.743633,88.8542475,-43.42668,45.03,1.18,205,106.15,2.07,Night,Monday,Sunny,Express,1.89,Remote,8.61,1.0,4.79,34.864
191,41.1831525,-163.524888,17.7513515,-14.730767,27.23,1.66,150,35.8,3.16,Evening,Monday,Rainy,Express,0.68,Suburban,0.0,1.0,4.28,30.054
192,56.0664895,-154.637073,47.1194775,-134.207459,14.35,15.65,90,280.57,2.83,Afternoon,Saturday,Snowy,Express,0.6,Urban,0.0,1.0,5.56,27.695
193,-32.5477835,-12.191647,40.8621405,22.796746,45.52,5.12,135,14.61,2.24,Night,Thursday,Windy,Express,1.22,Suburban,0.0,1.0,9.32,50.53600000000001
194,-53.0259515,-166.284179,-55.2529365,155.304396,49.21,18.77,63,403.19,0.67,Afternoon,Sunday,Rainy,Standard,1.42,Urban,0.0,1.0,2.06,51.483
195,-74.967051,113.016279,-65.7604585,-112.515765,49.65,18.48,38,111.9,4.41,Evening,Thursday,Rainy,Express,0.55,Urban,3.43,1.0,2.48,52.42
196,-54.7213265,-39.669497,37.0295195,109.019151,2.95,1.83,239,342.64,4.12,Morning,Sunday,Windy,Express,1.76,Urban,0.0,1.0,2.05,9.445
197,38.2162385,-105.044985,-16.817447,-121.209507,26.35,2.75,83,200.66,1.4,Morning,Monday,Snowy,Express,1.12,Urban,13.26,1.0,6.53,17.125
198,39.59003,-108.436806,73.535706,23.409846,36.41,18.02,140,273.42,2.7,Morning,Friday,Sunny,Standard,1.09,Suburban,0.0,1.0,9.08,49.918
199,85.784163,78.759374,-5.30367,-19.79425,18.16,11.92,64,38.65,4.73,Night,Saturday,Windy,Express,0.95,Suburban,0.0,1.0,8.06,33.278
200,40.13335,172.02636,77.012803,44.850294,15.64,0.61,238,490.72,3.85,Afternoon,Monday,Snowy,Express,1.12,Remote,0.0,1.0,3.37,20.037
201,59.444523,32.482215,-29.466505,-80.168949,46.33,15.82,139,286.58,3.18,Morning,Thursday,Windy,Express,1.01,Suburban,18.49,1.0,5.08,34.744
202,-38.8232465,-173.7694,-40.9063235,-119.273376,12.75,1.9,101,140.0,4.12,Morning,Sunday,Snowy,Express,1.66,Remote,0.0,1.0,9.79,25.06
203,23.407764,7.582745,-63.40587,59.755286,39.87,18.89,154,144.21,3.54,Morning,Tuesday,Snowy,Standard,0.96,Remote,0.0,2.48,4.55,122.58888
204,39.593036,155.105167,85.595965,172.558777,20.97,0.16,167,409.16,1.17,Morning,Thursday,Rainy,Express,0.66,Suburban,0.0,1.31,9.55,36.12456
205,-56.466566,-113.593019,-49.372629,-99.12096,44.59,10.66,161,421.47,4.32,Night,Thursday,Snowy,Express,0.6,Urban,0.0,2.41,1.08,111.82882
206,-39.8349345,115.833009,18.8332465,121.795787,35.26,3.09,213,97.5,3.15,Night,Saturday,Snowy,Standard,1.5,Remote,11.25,1.0,2.57,24.223
207,72.467653,-104.445261,-32.436441,119.994461,33.69,12.09,209,496.2,1.42,Night,Tuesday,Cloudy,Standard,1.45,Urban,5.89,1.0,6.68,35.207
208,9.261272,-94.148975,-87.232804,58.006534,4.43,12.35,85,50.95,3.18,Morning,Saturday,Cloudy,Standard,1.68,Suburban,0.0,1.0,7.65,20.549
209,-26.324416,86.484152,-75.6587145,-147.590979,4.89,14.5,96,261.84,2.58,Morning,Sunday,Sunny,Standard,1.33,Urban,13.84,1.0,7.51,7.411999999999999
210,-62.9620965,136.877636,19.9091405,89.170555,29.24,15.15,221,445.84,1.72,Night,Wednesday,Rainy,Express,0.63,Suburban,0.0,1.0,8.41,41.09699999999999
211,-68.781827,74.804824,-78.3526395,-113.92503,34.08,3.53,106,125.22,3.96,Evening,Thursday,Cloudy,Express,1.65,Suburban,0.0,1.0,8.34,41.32899999999999
212,50.887203,83.105904,29.5251955,169.484901,42.51,12.17,228,135.34,2.12,Night,Sunday,Snowy,Express,0.89,Urban,7.36,1.0,1.08,35.933
213,73.4996145,8.437848,32.714786,95.359521,11.43,1.53,78,247.66,2.63,Night,Friday,Cloudy,Standard,1.88,Remote,0.0,1.0,1.37,13.909
214,-8.6199635,-33.273339,-71.1275625,-61.980737,4.6,10.85,116,170.64,3.78,Morning,Monday,Snowy,Express,1.2,Suburban,0.0,1.0,3.28,16.165
215,16.2043275,172.934734,-52.0066005,-33.324076,35.34,19.98,84,121.98,2.01,Evening,Wednesday,Windy,Express,1.24,Remote,0.0,1.0,6.84,47.11200000000001
216,-42.9781265,4.087771,-71.5105285,44.105755,1.6,11.95,43,211.85,4.44,Morning,Wednesday,Cloudy,Standard,0.74,Remote,0.0,1.0,7.22,18.915
217,80.129775,-173.731975,44.7762125,-12.601001,20.89,6.77,132,74.97,3.24,Night,Sunday,Windy,Express,0.77,Urban,0.0,1.0,3.44,26.777
218,-21.8316985,-5.212526,-44.94809,26.620161,34.89,5.0,10,215.58,1.34,Night,Sunday,Sunny,Express,1.31,Suburban,11.0,1.0,9.66,30.41200000000001
219,-34.4194985,168.808574,57.24652,-30.742368,24.44,2.42,38,403.82,2.27,Night,Wednesday,Snowy,Express,1.55,Suburban,0.0,1.0,2.0,25.032
220,-83.777469,-46.795931,-88.915126,-92.221629,43.17,19.99,18,476.67,3.75,Morning,Monday,Windy,Standard,1.76,Suburban,14.28,1.0,5.78,39.781
221,-78.3482255,-166.922131,-47.5981845,-49.664053,21.02,12.86,95,396.24,1.43,Morning,Tuesday,Sunny,Standard,0.57,Remote,0.0,1.0,6.15,30.826
222,54.121656,58.883494,66.54947,-150.679952,37.1,13.53,144,453.76,0.93,Afternoon,Tuesday,Windy,Express,1.39,Remote,0.0,1.0,5.13,42.505
223,-66.8991695,-124.192768,-38.9434935,-127.547456,29.32,9.97,225,190.22,3.83,Morning,Thursday,Sunny,Express,0.59,Urban,0.0,1.0,4.13,36.401
224,-55.388187,22.939024,25.31829,-155.788553,45.17,10.99,72,439.16,2.8,Morning,Tuesday,Snowy,Standard,0.76,Remote,0.0,1.0,3.24,47.671
225,58.339298,-27.62548,-40.8274975,-167.373802,35.33,5.89,160,454.46,3.14,Morning,Tuesday,Cloudy,Standard,0.94,Remote,0.0,1.0,4.18,38.529
226,-73.835655,-141.965923,-70.276194,55.073174,49.36,14.95,49,145.87,4.54,Evening,Wednesday,Cloudy,Express,1.22,Suburban,0.0,1.57,2.69,85.08301
227,-30.507341,-1.812115,84.285763,40.480844,13.49,15.95,167,118.94,2.96,Night,Sunday,Cloudy,Standard,0.89,Urban,0.0,1.0,9.75,31.477
228,-73.878343,-92.933873,-33.795818,-46.699458,5.24,12.52,94,482.55,3.84,Night,Friday,Snowy,Express,0.59,Remote,0.0,1.0,7.57,21.862
229,25.914094,-11.944331,24.1211895,61.819583,7.72,17.4,36,366.62,0.85,Afternoon,Sunday,Rainy,Standard,1.66,Suburban,0.0,1.67,6.41,36.96711999999999
230,-78.8517135,-50.847336,-88.1451695,144.566372,5.05,12.03,98,221.07,0.62,Morning,Sunday,Windy,Standard,1.28,Remote,0.0,1.0,6.2,16.875
231,67.621797,111.280598,-1.162666,94.793636,39.27,15.04,127,80.1,1.2,Night,Tuesday,Snowy,Express,1.58,Suburban,0.0,1.0,2.71,42.84600000000001
232,58.5192565,-72.952358,-40.3343335,61.588595,33.06,19.87,76,43.96,2.06,Night,Monday,Snowy,Standard,1.56,Suburban,10.32,1.0,6.09,34.213
233,-2.4783195,-76.288948,-70.3092435,34.323657,42.22,1.51,118,387.84,4.13,Morning,Sunday,Snowy,Express,1.85,Urban,0.0,1.0,2.32,40.98100000000001
234,6.743265,-75.798463,41.1180615,-45.543598,34.93,4.76,150,412.35,0.52,Night,Tuesday,Cloudy,Standard,1.65,Urban,0.0,1.0,8.65,39.494
235,85.3879415,96.560132,-0.30402,19.751348,48.31,13.32,85,42.08,1.17,Morning,Saturday,Cloudy,Standard,1.06,Remote,0.0,1.0,1.57,48.04800000000001
236,20.4442395,-115.153267,-7.911104,-115.154033,18.49,5.62,111,354.37,0.54,Afternoon,Friday,Sunny,Standard,1.08,Suburban,0.0,1.0,6.67,24.812
237,-31.952391,-121.096708,82.9729725,-98.897371,11.03,5.99,101,142.74,4.8,Afternoon,Wednesday,Rainy,Express,1.73,Suburban,0.0,1.0,3.93,20.549
238,-69.156889,-126.424002,-17.809141,-143.194967,23.41,18.58,74,341.02,3.45,Morning,Wednesday,Snowy,Express,1.07,Urban,0.0,1.0,4.4,35.868
239,-28.491299,-132.983427,-21.7751595,35.745896,39.19,14.85,174,97.08,2.93,Morning,Tuesday,Snowy,Express,1.4,Suburban,0.0,2.22,4.54,102.66834
240,-54.4290055,-29.522432,-0.284619,-11.051761,10.87,12.63,220,440.12,4.39,Night,Monday,Windy,Express,1.0,Remote,17.14,1.0,2.25,4.510999999999999
241,4.1341055,42.94598,84.086696,22.291236,39.45,0.77,175,332.8,1.58,Morning,Friday,Rainy,Standard,1.1,Remote,10.34,2.79,7.78,104.90095
242,-68.633676,-155.699217,-70.326388,71.122792,7.16,9.54,160,5.7,0.78,Night,Monday,Windy,Standard,1.22,Urban,10.65,1.58,5.49,15.84344
243,85.7314415,153.988958,-59.3592815,90.072932,13.06,11.47,38,73.88,2.33,Afternoon,Thursday,Sunny,Express,0.81,Remote,0.0,1.0,7.08,25.593
244,-24.6113125,-59.715373,-21.7949995,50.846486,3.03,2.82,148,459.33,4.18,Afternoon,Friday,Rainy,Express,1.8,Remote,6.35,1.0,4.52,6.183999999999999
245,-76.8582095,89.788357,-79.1515555,76.427816,44.38,7.1,90,304.86,4.19,Evening,Friday,Sunny,Standard,0.76,Suburban,0.0,1.0,2.06,45.304
246,-20.082276,72.111643,15.299408,-8.86559,6.76,7.79,225,242.09,2.63,Evening,Monday,Sunny,Standard,1.53,Suburban,3.96,2.9,9.4,57.9057
247,-77.1368525,130.224762,-83.3867935,-171.769033,43.62,4.35,119,327.86,1.78,Morning,Saturday,Snowy,Express,1.17,Urban,0.0,1.0,4.36,43.211
248,72.826273,-132.134429,-58.9446995,-88.73568,29.18,5.26,131,107.39,1.63,Morning,Tuesday,Snowy,Express,1.38,Remote,0.0,2.75,4.29,87.7085
249,-84.687638,130.868704,47.018369,132.093418,15.92,9.74,151,138.38,3.6,Morning,Thursday,Rainy,Express,1.11,Urban,0.0,1.0,1.09,22.296
250,-73.464645,162.281123,-17.8343295,159.915562,26.63,19.38,169,496.03,3.75,Afternoon,Monday,Cloudy,Express,1.21,Suburban,0.0,1.0,8.27,43.014
251,79.174762,-31.421437,-22.8740655,2.323075,12.0,19.41,61,315.68,4.3,Evening,Saturday,Windy,Express,0.52,Suburban,0.0,1.0,3.89,27.495
252,16.10178,-161.759697,-85.9468715,-34.353594,8.51,6.52,26,371.12,2.31,Morning,Tuesday,Windy,Standard,1.64,Urban,0.0,1.0,7.47,19.848
253,-89.5739955,-45.119788,-83.579862,82.639378,5.87,6.9,118,296.06,4.08,Night,Monday,Snowy,Standard,1.1,Urban,0.0,1.0,1.83,14.056
254,6.4319595,-127.282764,-77.1593655,86.011072,28.72,6.3,223,139.24,4.07,Afternoon,Monday,Snowy,Standard,1.36,Remote,0.0,1.0,6.27,36.46599999999999
255,75.2724945,103.955112,-50.7236585,156.999927,26.55,19.48,217,259.18,1.22,Night,Sunday,Cloudy,Express,2.0,Suburban,0.0,1.0,2.34,34.54000000000001
256,-73.644528,-115.118393,-72.4586205,-105.966585,42.32,11.7,204,86.08,3.46,Night,Thursday,Windy,Standard,0.57,Urban,0.0,1.0,1.26,44.426
257,-79.907397,172.458393,81.2711655,-82.39142,48.78,12.76,79,271.47,1.51,Night,Wednesday,Snowy,Standard,1.34,Remote,0.0,1.0,6.71,53.624
258,-81.3935875,117.549391,-41.430211,162.408357,43.07,16.94,17,170.03,2.32,Night,Saturday,Cloudy,Express,1.23,Urban,0.0,1.24,6.23,63.83024
259,13.1376305,-19.209143,-1.5492335,153.525625,46.09,13.08,28,448.37,4.07,Morning,Sunday,Sunny,Express,0.63,Urban,0.0,1.0,6.48,53.962
260,23.7608415,-137.221042,84.1999785,27.389655,44.87,2.98,218,483.8,4.83,Evening,Saturday,Windy,Express,0.83,Suburban,0.0,1.27,6.95,62.44082000000001
261,41.988533,163.807809,64.384632,-126.871667,12.07,10.35,234,273.67,1.64,Night,Monday,Windy,Standard,1.47,Suburban,0.0,1.0,5.83,22.301
262,-59.9223585,-70.896476,-29.6241215,-48.146126,9.26,6.21,215,383.96,1.48,Evening,Thursday,Cloudy,Standard,0.74,Remote,0.0,1.64,5.52,28.72132
263,-17.5899755,85.796413,6.2555235,-126.371007,30.29,1.31,72,389.04,3.93,Morning,Sunday,Rainy,Express,1.06,Urban,1.48,1.0,5.87,33.207
264,17.8893785,93.375262,60.326272,-58.30891,40.92,5.94,21,96.2,2.78,Afternoon,Tuesday,Sunny,Standard,0.9,Urban,0.0,1.0,2.17,40.65600000000001
265,26.708587,132.618908,11.1696025,-142.864392,37.57,7.62,60,332.88,3.02,Night,Thursday,Windy,Standard,1.85,Urban,3.91,1.14,2.42,40.89884000000001
266,64.509195,79.038172,43.0326565,76.302911,8.53,19.88,143,384.15,1.32,Afternoon,Thursday,Rainy,Standard,1.29,Suburban,0.0,1.0,5.54,23.624
267,-21.4463045,167.552115,49.0186085,165.710901,37.07,5.88,141,161.11,3.1,Evening,Tuesday,Sunny,Standard,0.5,Suburban,0.0,1.0,7.05,42.746
268,65.174284,107.971923,18.230848,-133.037031,9.12,16.91,109,109.36,3.8,Evening,Sunday,Snowy,Standard,1.74,Suburban,0.0,1.0,1.83,21.381
269,87.1198755,-62.203707,-28.3418665,-140.783219,22.54,4.56,210,496.11,2.42,Afternoon,Saturday,Sunny,Express,1.8,Remote,19.33,1.0,5.02,8.422
270,-60.361335,-118.049006,41.7449975,-136.61594,24.32,4.58,181,318.78,4.9,Night,Saturday,Snowy,Standard,0.77,Suburban,0.0,1.08,5.8,35.04168
271,-47.8593185,151.792021,-14.931078,23.570662,46.61,9.65,161,100.17,2.71,Evening,Wednesday,Windy,Standard,0.5,Urban,8.16,1.0,7.79,44.453
272,-81.27323,14.397243,-16.8908625,99.806521,41.88,11.86,65,153.76,3.47,Night,Wednesday,Rainy,Express,0.59,Urban,0.0,1.0,5.11,48.014
273,16.0959725,-29.317553,-40.4905035,-77.023883,35.85,4.88,41,218.77,1.69,Night,Thursday,Rainy,Express,1.87,Remote,0.0,1.0,2.88,35.69
274,49.953564,82.227994,-39.2836005,25.764511,43.35,13.76,225,19.94,4.85,Night,Thursday,Rainy,Express,1.35,Suburban,6.57,1.0,5.91,45.75000000000001
275,-50.1766635,-16.955081,-50.362007,56.510524,43.64,3.48,68,344.41,2.79,Night,Tuesday,Cloudy,Standard,0.86,Suburban,0.0,2.18,4.02,94.74716000000001
276,-89.5354965,175.688629,-61.646414,-150.108437,14.9,5.33,17,169.43,3.36,Night,Monday,Cloudy,Express,1.85,Urban,7.76,1.0,7.1,17.285
277,-41.980962,24.25589,44.489424,29.275495,27.15,17.5,159,51.11,4.96,Night,Friday,Sunny,Express,1.63,Remote,0.0,1.0,5.0,40.43
278,70.1508385,86.147945,-70.4282345,-160.321121,17.78,13.8,31,211.94,2.36,Afternoon,Tuesday,Snowy,Express,1.94,Remote,0.0,1.0,3.88,27.364
279,-84.1549965,-83.411659,-89.91079,38.916012,18.75,10.19,136,446.21,4.9,Evening,Thursday,Snowy,Express,1.5,Suburban,0.0,1.0,3.63,28.625
280,-82.126747,39.752102,20.32141,92.278632,1.61,11.64,128,15.0,4.29,Morning,Saturday,Snowy,Express,1.31,Suburban,0.0,2.38,1.13,29.81664
281,-11.8683815,-88.619815,-88.6377035,-25.143835,19.91,15.16,48,97.81,4.25,Night,Thursday,Windy,Express,0.63,Urban,0.0,1.0,7.21,34.968
282,-19.761699,148.078572,-89.9433085,61.206701,49.63,3.19,202,460.5,4.13,Night,Saturday,Sunny,Standard,0.52,Suburban,0.0,1.0,5.53,50.95900000000001
283,-73.0328085,21.607825,-7.3756975,46.928631,26.14,6.02,124,410.73,0.76,Night,Saturday,Windy,Express,1.71,Suburban,0.0,1.0,4.2,28.88200000000001
284,73.83668,81.008643,-6.900874,27.610556,13.65,6.04,194,161.19,2.19,Night,Tuesday,Rainy,Standard,1.31,Suburban,0.0,1.0,6.84,22.97
285,-3.0278055,61.405491,16.1504855,-172.03714,21.74,1.64,121,444.63,3.29,Night,Saturday,Sunny,Express,0.66,Urban,0.0,1.0,4.16,25.662
286,-32.777069,59.531374,-86.7505885,-61.78578,23.25,12.76,227,429.38,2.19,Evening,Monday,Cloudy,Express,1.87,Suburban,0.0,1.0,8.21,35.38
287,0.3085205,21.939799,-75.8375845,92.454099,1.67,13.65,137,39.28,2.2,Evening,Friday,Cloudy,Express,1.87,Remote,0.0,1.0,9.96,20.321
288,-57.827542,-6.027074,22.157752,55.412065,3.91,9.23,77,271.37,4.27,Night,Thursday,Sunny,Express,1.45,Remote,0.0,2.51,5.18,43.15442999999999
289,-77.446934,-65.461502,13.4949985,-82.346966,32.89,3.1,88,103.33,1.46,Morning,Tuesday,Sunny,Standard,0.9,Urban,0.0,1.0,3.73,33.052
290,14.913913,-36.566419,-8.9081945,-125.608654,19.56,1.45,235,209.07,4.92,Evening,Tuesday,Snowy,Express,1.98,Urban,19.74,1.0,6.26,7.812999999999999
291,83.017024,-49.263292,-14.1457645,160.109434,23.71,17.99,70,160.92,2.87,Morning,Monday,Cloudy,Express,0.88,Urban,9.26,2.37,6.22,78.55561000000002
292,27.8125025,63.129716,50.458964,-13.448369,9.83,19.19,190,90.98,4.99,Night,Wednesday,Windy,Standard,1.2,Remote,0.0,1.0,7.22,29.669
293,49.890089,85.883142,66.146045,-155.561528,5.47,17.21,30,359.58,3.39,Night,Sunday,Cloudy,Express,1.5,Suburban,0.0,1.0,5.78,22.151
294,29.7828355,-124.154352,-69.4745895,-106.197702,32.4,3.9,73,227.94,1.51,Afternoon,Tuesday,Windy,Express,1.48,Suburban,0.0,1.0,3.23,32.61
295,-60.048934,21.518284,-59.932002,145.865977,32.29,16.08,35,203.93,3.35,Night,Tuesday,Rainy,Express,1.04,Remote,0.0,1.0,1.11,38.332
296,71.110682,-103.986131,85.9565015,-22.251029,34.72,14.48,234,357.76,4.93,Evening,Wednesday,Sunny,Express,1.31,Remote,0.0,1.0,8.58,48.526
297,-34.471445,-16.783982,-70.1040055,15.249078,28.38,4.35,87,86.06,1.1,Morning,Monday,Sunny,Standard,1.84,Remote,0.0,1.0,5.23,31.209
298,19.3438555,144.323605,18.982558,-134.244301,37.42,8.03,100,265.26,1.22,Morning,Tuesday,Windy,Express,1.7,Remote,0.0,1.0,3.65,38.821
299,-65.813434,-44.144056,-81.923039,-115.537471,1.27,1.51,49,92.82,4.61,Evening,Saturday,Windy,Express,1.1,Suburban,0.0,1.34,9.75,21.61554
300,-15.0628575,-154.364918,71.750114,-13.64574,11.72,11.15,125,243.89,1.46,Morning,Tuesday,Rainy,Standard,1.54,Suburban,0.0,1.0,5.87,22.281
301,73.8603015,-40.715879,-4.171928,-71.910198,12.56,3.73,139,368.44,3.42,Afternoon,Tuesday,Sunny,Standard,1.9,Suburban,0.0,1.0,4.4,19.733
302,-57.656788,-59.655201,-3.420053,-54.975374,38.87,4.25,112,307.79,4.11,Afternoon,Sunday,Windy,Express,1.89,Urban,0.0,1.0,4.5,41.831
303,57.1740625,77.33777,39.0640105,55.507628,49.68,6.0,81,476.33,1.42,Evening,Wednesday,Sunny,Standard,0.89,Urban,3.92,1.0,2.61,42.854
304,7.931273,21.362196,56.823869,24.530915,42.7,12.62,109,99.97,1.01,Night,Wednesday,Sunny,Standard,0.52,Remote,0.0,1.94,6.75,93.56620000000001
305,-10.4201505,170.943728,-52.243226,-125.391393,4.51,17.48,227,276.51,3.05,Morning,Friday,Sunny,Express,1.24,Suburban,0.0,1.0,3.35,18.748
306,35.4094145,111.589863,-9.640275,-148.005342,3.79,1.29,214,143.9,4.34,Afternoon,Tuesday,Windy,Express,0.69,Remote,14.06,1.0,4.76,-1.283000000000001
307,37.8335765,130.170746,-61.9388375,-173.379584,42.8,15.76,224,41.86,1.7,Morning,Saturday,Cloudy,Standard,0.57,Remote,2.26,1.0,3.2,44.76000000000001
308,76.123144,151.548879,-20.6150895,-38.85246,9.11,7.82,189,250.4,3.77,Night,Saturday,Cloudy,Standard,0.65,Urban,0.0,1.0,7.62,22.588
309,-55.0214295,0.979075,86.0703405,-101.312195,17.47,8.91,11,256.39,1.24,Afternoon,Friday,Windy,Express,0.92,Suburban,0.0,2.49,8.25,69.52328999999999
310,6.7952695,130.430476,75.912072,-43.206573,39.96,14.58,116,371.43,3.61,Evening,Friday,Sunny,Standard,0.8,Remote,0.0,1.0,6.06,48.928
311,69.24724,-147.088318,-35.4791175,-23.64379,21.48,18.7,117,406.86,0.94,Night,Friday,Cloudy,Express,0.72,Remote,3.92,1.0,7.0,30.554
312,-0.5656885,53.97013,62.139915,-43.222141,14.58,8.5,83,443.08,0.55,Morning,Saturday,Snowy,Express,1.9,Remote,0.0,1.75,9.41,45.27950000000001
313,61.4921455,168.32672,50.620509,98.166154,37.01,11.01,128,121.83,4.11,Afternoon,Thursday,Snowy,Standard,1.28,Remote,0.0,1.0,7.61,46.833
314,85.312236,-158.882004,-80.979503,-126.848538,22.97,12.3,164,194.72,4.48,Afternoon,Monday,Rainy,Express,0.96,Remote,3.58,1.0,8.04,33.46600000000001
315,-11.7821705,92.983435,73.2425415,-159.17144,3.49,3.43,58,129.57,4.17,Night,Friday,Windy,Standard,1.9,Suburban,0.0,1.0,6.86,15.537
316,-35.814729,106.532453,75.8678795,-21.436139,23.96,6.81,84,68.49,3.01,Afternoon,Wednesday,Rainy,Express,1.44,Remote,0.0,1.0,8.46,34.04300000000001
317,-1.4819715,71.355893,-12.036607,-178.153422,47.38,19.19,163,475.03,4.69,Night,Wednesday,Windy,Express,0.67,Suburban,0.0,1.16,1.52,62.30244
318,37.456089,16.108901,59.1537455,-44.73053,37.5,7.47,86,138.87,4.81,Morning,Wednesday,Sunny,Standard,1.71,Suburban,0.0,1.0,8.01,46.555
